,GSM215347,GSM215348,GSM215349,GSM215350,GSM215351,GSM215352,GSM215353,GSM215354,GSM215355,GSM215356,GSM215357,GSM215358
206603_at,2.3,22.3,36.3,1.9,1.3,12.3,8.5,5.3,11.7,5.0,8.9,15.6
206604_at,1.4,2.3,23.1,6.0,5.9,33.0,1.9,13.2,1.8,9.7,2.9,1.7
206605_at,6.2,35.1,3.4,5.9,2.5,1.9,2.6,3.0,5.2,28.5,1.9,4.1
206606_at,2.3,3.4,3.3,2.3,4.0,1.7,1.7,2.4,1.8,1.7,1.8,1.4
206607_at,19.6,4.9,46.6,42.1,9.5,38.4,18.5,7.6,4.7,57.4,41.5,33.1
206608_s_at,39.4,27.4,14.3,1.7,75.4,51.9,25.5,21.6,27.7,28.9,40.1,59.5
206609_at,260.3,266.2,295.9,271.4,333.8,246.7,249.7,293.1,225.3,248.3,303.3,227.4
206610_s_at,36.1,32.9,59.7,49.8,20.5,1.3,7.5,24.9,23.1,18.2,3.4,16.5
206611_at,41.5,58.0,61.6,27.9,23.3,15.3,8.7,36.6,27.7,50.5,42.6,23.7
206612_at,4.9,49.8,33.3,15.3,22.0,34.3,10.0,26.4,2.6,2.0,29.0,25.3
206613_s_at,168.5,195.2,211.4,282.1,287.2,263.5,276.0,282.2,344.1,232.9,249.8,236.1
206614_at,28.2,32.7,46.3,4.7,9.0,5.4,9.9,46.6,8.7,19.0,5.8,33.2
206615_s_at,33.3,64.3,40.8,29.5,9.7,31.8,17.2,30.6,20.1,59.0,43.9,54.7
206616_s_at,21.4,2.5,9.8,1.2,14.4,1.2,4.5,37.3,4.8,4.9,0.9,22.4
206617_s_at,2.4,3.0,22.7,23.9,6.3,26.0,1.2,4.1,9.2,3.0,7.9,1.8
206618_at,505.9,519.6,458.1,717.4,747.0,746.0,865.1,757.9,668.4,490.5,507.4,595.1
206619_at,22.9,5.8,4.3,4.5,8.9,21.0,4.2,17.1,8.3,3.7,9.3,10.6
206620_at,1.4,3.7,32.3,17.3,2.3,25.3,3.7,2.4,33.7,21.4,1.8,16.1
206621_s_at,1744.0,2028.3,1841.3,2447.5,2159.7,2322.1,2024.5,1939.4,2082.1,2122.6,2235.2,2089.0
206622_at,16.7,29.2,1.5,12.5,52.0,8.8,19.8,27.3,3.5,22.1,1.7,10.2
206623_at,5.0,22.4,12.4,59.6,5.0,12.7,9.7,19.0,2.3,7.4,27.3,3.5
206624_at,12.9,25.1,1.3,2.5,1.1,8.3,16.4,1.4,0.8,2.4,0.4,0.7
206625_at,9.9,43.3,6.1,5.6,7.7,11.8,4.3,8.0,23.7,12.1,3.4,18.9
206626_x_at,1194.2,1532.7,1454.1,1214.4,1365.2,1039.1,1030.3,1127.2,1364.1,1439.9,1285.0,1382.1
206627_s_at,125.7,141.6,208.9,156.8,170.1,133.1,136.2,156.2,176.6,154.9,148.7,162.5
206628_at,29.0,5.2,29.1,18.7,33.4,9.9,20.1,3.5,16.8,10.4,9.3,4.9
206629_at,2.6,2.1,1.5,1.7,1.3,2.3,1.8,1.9,2.0,1.8,1.3,1.6
206630_at,52.9,60.9,33.0,34.0,57.6,20.0,34.1,25.4,25.7,75.2,20.6,40.2
206631_at,7.0,14.0,35.8,15.9,19.4,5.4,1.9,2.5,6.3,13.7,0.5,5.1
206632_s_at,1290.2,1073.9,1243.3,1093.2,925.6,1087.5,1155.3,1202.2,1184.8,1231.7,1298.8,1242.1
206633_at,2.5,2.0,17.8,7.9,20.2,14.2,8.8,14.1,3.6,20.6,4.5,20.0
206634_at,33.7,42.4,59.8,56.4,50.3,51.2,46.1,56.7,63.2,51.7,45.0,32.0
206635_at,74.5,81.1,76.9,44.7,75.4,105.0,61.0,102.9,95.5,121.5,129.6,74.3
206636_at,95.6,86.6,95.9,118.2,128.4,156.2,126.3,134.2,134.9,114.3,77.2,62.2
206637_at,25.5,23.0,0.6,12.8,3.3,38.7,1.0,35.0,21.2,27.6,30.9,29.5
206638_at,131.9,126.5,107.7,16.5,22.0,20.9,32.1,26.9,15.1,77.1,76.0,71.8
206639_x_at,7.2,2.7,21.7,24.5,16.5,1.6,2.1,8.2,15.1,15.3,8.7,4.6
206640_x_at,10318.0,11499.0,12370.7,13648.1,14059.8,12600.8,11667.4,12117.3,13126.1,12798.4,12293.6,12923.1
206641_at,0.9,1.2,1.2,0.9,3.2,2.7,0.5,0.7,2.0,1.8,1.6,1.1
206642_at,18.8,1.9,2.1,2.2,3.2,22.4,23.8,20.7,2.2,23.8,4.6,9.1
206643_at,8.1,30.6,36.0,41.4,10.7,1.4,23.1,2.2,5.0,24.5,2.7,1.4
206644_at,34.6,46.8,8.1,22.7,5.2,10.3,11.6,2.5,1.3,20.0,8.0,1.0
206645_s_at,30.9,18.1,2.0,16.1,18.0,15.2,1.2,12.8,14.2,19.8,20.2,3.4
206646_at,2.0,27.8,2.8,2.2,2.5,2.9,4.2,1.7,33.7,5.1,1.9,3.2
206647_at,18.1,9.5,1.5,6.0,5.3,1.3,4.6,17.2,1.3,7.7,1.9,17.9
206648_at,31.7,29.1,45.3,3.2,25.7,3.3,9.8,3.1,0.8,48.1,46.1,9.0
206649_s_at,53.8,82.9,87.8,97.8,90.2,90.5,98.4,78.8,85.0,77.6,84.6,49.2
206650_at,29.7,51.9,11.6,28.0,32.8,32.6,36.1,44.8,15.8,20.5,14.8,41.0
206651_s_at,2.6,1.5,6.6,4.2,8.2,12.5,4.5,16.0,29.6,13.7,12.3,7.2
206652_at,229.2,111.4,158.5,123.9,68.8,110.1,140.0,104.5,84.4,112.6,86.4,132.4
206653_at,197.0,165.2,127.3,329.3,289.0,440.4,387.8,388.9,347.0,159.5,154.0,174.8
206654_s_at,53.2,43.9,80.4,189.6,167.7,166.2,155.9,199.5,194.0,117.1,65.3,100.0
206655_s_at,6.5,26.4,24.9,51.3,28.7,62.5,4.5,40.8,6.8,2.1,34.4,16.1
206656_s_at,519.4,645.6,515.4,515.9,548.7,480.2,512.8,470.7,618.9,555.0,571.5,494.5
206657_s_at,2.3,25.4,4.7,6.1,5.5,1.9,4.7,3.1,6.1,9.7,4.7,4.3
206658_at,4.8,26.5,12.6,10.7,7.4,38.1,11.8,5.1,30.3,23.0,12.2,38.2
206659_at,54.8,68.3,72.0,65.4,31.0,42.3,74.2,47.9,61.7,63.1,65.6,77.3
206660_at,43.8,4.3,33.4,26.7,17.5,14.7,20.7,55.3,39.8,45.6,1.3,33.2
206661_at,41.0,49.4,50.8,29.9,58.4,14.4,17.0,38.8,19.4,11.4,47.1,17.1
206662_at,353.4,312.1,435.2,210.5,159.9,179.1,143.2,184.8,176.4,378.1,519.0,350.0
206663_at,31.1,33.5,27.3,9.8,15.2,23.4,20.8,9.2,19.3,4.5,8.2,18.3
206664_at,1.4,2.5,16.3,8.3,2.4,29.0,1.3,0.6,21.5,16.7,10.5,1.4
206665_s_at,51.1,84.1,82.2,174.8,232.5,126.2,117.7,107.7,145.5,34.6,40.7,30.5
206666_at,5.6,5.4,5.7,15.0,2.6,24.1,10.8,2.9,2.3,14.5,4.6,6.1
206667_s_at,149.2,134.0,164.3,137.7,103.2,131.9,110.3,129.5,127.5,178.9,82.0,126.4
206668_s_at,220.3,133.5,133.0,140.7,118.5,130.6,147.7,167.1,106.2,111.8,62.4,131.7
206669_at,220.2,258.7,146.8,232.9,213.4,165.7,141.0,200.2,239.9,274.2,283.3,156.9
206670_s_at,116.4,129.2,135.5,117.9,112.4,73.5,80.0,104.5,128.7,130.5,109.5,122.9
206671_at,4.1,47.2,70.7,7.6,46.2,23.2,12.2,21.4,34.1,75.3,2.1,14.4
206672_at,62.4,31.0,35.6,33.4,67.9,47.3,46.2,27.8,73.8,56.0,69.1,33.4
206673_at,19.5,2.0,6.0,17.0,18.6,14.8,26.8,8.2,3.9,25.2,27.0,28.3
206674_at,22.5,47.3,10.1,4.3,4.1,4.9,1.6,22.0,2.5,23.7,10.3,4.9
206675_s_at,19.8,29.4,18.9,31.5,15.6,34.1,18.4,9.8,29.4,2.4,20.3,9.1
206676_at,1.3,16.3,9.5,9.4,22.8,1.6,3.6,0.8,5.3,5.2,0.9,11.6
206677_at,7.4,5.6,16.7,29.5,33.2,5.0,8.6,0.9,1.9,2.5,3.7,32.8
206678_at,1.8,27.2,5.1,4.0,2.4,7.8,3.6,26.4,3.7,3.4,2.7,3.5
206679_at,10.6,32.9,47.6,41.3,43.1,6.2,3.5,28.5,5.9,16.3,33.6,23.7
206680_at,21.0,25.3,19.2,3.1,45.1,3.4,24.8,18.3,31.3,30.6,1.0,2.9
206681_x_at,29.4,38.4,5.4,48.7,5.4,4.3,7.3,26.7,22.9,10.2,22.7,3.8
206682_at,35.9,30.2,18.9,41.0,37.3,3.3,3.1,23.7,8.4,35.8,37.3,16.4
206683_at,3.1,1.2,12.2,3.5,1.2,0.8,5.1,0.7,5.3,15.3,9.1,11.0
206684_s_at,21.2,31.7,33.1,24.7,3.0,42.8,38.9,12.9,35.2,27.9,2.9,6.3
206685_at,1.0,1.5,2.8,10.3,3.6,1.5,7.8,7.4,1.5,0.9,2.3,3.6
206686_at,22.9,49.0,36.9,37.3,72.3,51.7,28.9,38.7,26.1,30.4,13.4,55.1
206687_s_at,125.0,148.4,152.0,144.8,131.5,89.2,115.3,111.6,138.1,108.2,139.4,135.6
206688_s_at,311.9,468.7,439.2,527.8,565.0,493.3,515.7,601.5,509.7,402.3,491.0,380.3
206689_x_at,158.9,158.3,143.9,107.5,130.1,117.8,75.6,117.4,99.5,114.1,84.7,136.5
206690_at,24.6,30.3,2.9,25.8,8.0,1.1,4.5,4.5,3.0,9.1,3.0,20.5
206691_s_at,31.0,14.8,16.5,29.6,11.1,2.2,10.0,5.7,26.5,13.0,28.8,8.6
206692_at,5.3,21.1,6.3,1.2,10.4,1.3,3.7,5.7,11.5,2.6,0.8,1.6
206693_at,37.9,29.8,13.8,28.3,39.1,17.2,30.1,39.8,14.5,4.3,32.3,31.4
206694_at,9.8,6.0,18.7,4.5,2.4,7.1,1.7,5.8,19.5,7.4,2.2,5.9
206695_x_at,194.0,110.3,177.4,137.8,140.3,122.6,144.0,130.9,88.0,221.1,172.1,147.6
206696_at,2.6,3.0,5.6,9.7,2.8,7.8,4.3,1.1,5.3,6.1,1.4,3.1
206697_s_at,22.5,39.3,60.9,32.0,30.9,35.3,33.5,6.6,10.7,57.7,31.4,20.0
206698_at,23.3,24.5,23.2,22.5,23.9,19.3,24.3,1.8,18.0,11.6,36.5,37.8
206699_x_at,28.9,7.5,6.5,2.9,31.5,14.3,2.2,2.3,4.9,4.7,2.8,12.1
206700_s_at,35.2,24.7,7.5,1.4,4.7,3.9,4.6,2.8,26.5,9.3,25.5,21.4
206701_x_at,22.9,1.2,5.3,3.5,3.7,1.5,9.5,19.9,5.2,3.9,0.8,32.9
206702_at,13.7,2.6,3.3,4.1,1.4,1.7,1.3,2.0,2.2,16.5,1.0,3.6
206703_at,75.5,39.9,63.1,29.9,31.9,25.2,27.9,70.8,19.2,41.4,43.7,80.9
206704_at,36.8,54.1,43.6,47.1,39.2,66.4,37.1,32.7,21.8,23.0,33.9,42.4
206705_at,23.8,15.8,4.5,8.1,5.2,1.4,6.3,2.4,11.6,3.3,9.0,14.0
206706_at,66.0,10.2,30.9,11.4,9.1,8.1,109.4,19.6,27.3,14.5,5.0,7.8
206707_x_at,174.1,114.1,181.8,114.0,60.0,72.2,97.0,110.9,92.0,134.2,121.7,138.0
206708_at,42.9,28.5,57.2,29.0,51.6,16.2,28.7,13.7,27.8,36.1,18.6,39.1
206709_x_at,12.1,7.3,90.3,79.3,101.1,76.1,27.2,105.9,54.6,24.1,56.6,64.4
206710_s_at,317.6,310.0,399.6,692.7,589.3,537.3,498.6,528.8,600.4,458.3,436.4,471.3
206711_at,2.3,13.2,12.6,2.9,3.8,1.3,4.4,1.4,3.1,2.2,1.6,26.2
206712_at,35.3,40.6,2.0,1.8,19.1,38.0,5.9,26.1,3.8,6.0,6.0,3.9
206713_at,33.3,19.5,20.0,20.4,16.5,13.5,11.4,33.7,29.4,13.9,7.3,4.6
206714_at,22.2,5.3,2.0,14.3,1.1,4.3,14.4,14.4,15.3,6.7,15.6,5.7
206715_at,2.9,24.9,35.5,11.0,21.7,2.4,2.6,6.2,16.3,27.3,1.3,7.5
206716_at,31.6,34.4,39.2,2.8,27.4,11.4,46.6,27.9,20.3,36.4,18.8,17.0
206717_at,23.9,14.2,30.0,1.8,11.6,2.7,22.8,20.2,17.2,23.1,3.3,33.1
206718_at,27.0,24.4,10.3,6.4,39.2,34.3,17.4,7.5,43.0,30.9,23.5,3.0
206719_at,1.0,21.6,39.6,52.5,35.0,20.7,22.1,12.0,19.4,21.8,20.6,25.7
206720_at,3.6,5.0,19.5,16.7,4.3,3.7,3.7,35.0,1.9,3.1,1.3,25.2
206721_at,41.1,30.0,49.3,19.9,25.0,45.2,38.7,41.6,26.7,34.8,27.0,39.1
206722_s_at,13.0,77.0,69.8,35.2,31.3,53.8,9.0,22.8,48.3,46.8,34.9,6.1
206723_s_at,112.8,106.5,135.8,117.8,86.4,114.7,70.0,50.6,115.6,97.5,133.3,75.0
206724_at,105.4,211.1,102.3,146.0,136.6,97.8,108.1,72.5,110.7,85.4,153.4,88.5
206725_x_at,9.7,9.8,9.3,9.4,3.5,9.8,6.3,13.3,12.1,15.1,8.7,13.2
206726_at,36.0,27.5,39.8,14.8,22.8,2.9,0.7,12.6,12.4,18.1,2.4,21.7
206727_at,1.2,1.2,12.3,7.8,3.0,29.9,20.8,35.0,2.6,4.3,8.6,8.3
206728_at,15.6,5.0,6.1,6.4,21.4,6.6,6.1,2.5,2.1,7.8,5.7,5.2
206729_at,797.7,855.7,704.3,1700.3,1420.0,1598.7,1574.2,1275.6,1433.0,615.6,957.0,856.2
206730_at,1.4,0.8,6.7,2.5,0.8,16.6,2.2,6.4,1.5,14.7,1.1,0.7
206731_at,2.2,12.7,14.0,24.7,39.0,28.5,12.6,21.9,38.8,13.6,5.0,21.7
206732_at,1.5,21.4,18.6,1.5,8.2,2.1,28.3,4.1,9.7,20.4,20.5,2.1
206733_at,49.1,7.5,16.4,39.7,5.9,48.7,15.1,15.7,49.1,48.1,4.7,41.6
206734_at,213.7,174.6,145.7,151.4,144.9,165.8,178.3,183.4,201.6,163.3,144.1,147.4
206735_at,5.9,3.5,50.9,10.1,8.1,17.6,29.2,1.9,40.1,21.6,4.7,26.1
206736_x_at,6.8,13.7,20.6,7.7,14.8,37.2,8.4,2.3,7.9,17.3,1.1,35.2
206737_at,2.8,1.8,4.4,9.9,2.4,13.5,3.2,2.2,1.8,4.9,3.0,2.1
206738_at,43.1,65.2,41.5,32.8,52.9,18.3,38.2,43.1,37.1,59.5,31.2,75.0
206739_at,10.9,23.1,48.5,16.9,28.5,46.0,7.1,27.3,5.1,43.0,2.3,6.7
206740_x_at,3.4,29.2,6.9,18.8,27.1,16.6,23.1,25.3,15.7,2.6,17.5,54.8
206741_at,2.3,3.4,6.7,2.2,3.6,1.6,1.8,9.5,4.1,3.1,2.6,20.5
206742_at,13.6,7.5,6.8,34.7,6.3,4.8,5.3,23.5,6.6,4.6,5.3,8.9
206743_s_at,1.5,2.6,18.8,1.6,6.1,18.3,1.1,1.6,9.1,2.5,4.6,2.5
206744_s_at,25.4,29.9,10.7,13.9,42.3,16.4,16.4,14.6,15.9,21.7,23.9,35.3
206745_at,56.4,18.8,77.0,38.7,29.8,44.8,28.2,25.2,56.5,31.0,31.5,54.0
206746_at,27.9,8.8,38.7,14.0,34.7,36.7,27.3,42.1,32.1,15.9,23.4,41.0
206747_at,88.4,35.0,50.6,59.7,45.7,57.9,90.8,39.3,65.5,45.7,60.6,48.9
206748_s_at,129.8,118.1,138.3,143.6,163.0,150.2,151.2,108.7,156.1,135.1,158.0,103.8
206749_at,4.4,2.1,4.6,4.2,2.0,1.8,2.9,1.6,5.0,5.6,5.9,4.5
206750_at,5.5,6.2,3.9,6.0,16.8,40.4,46.0,34.0,19.3,44.6,22.7,6.3
206751_s_at,4.9,21.6,25.1,18.7,6.2,2.6,0.9,0.6,2.0,1.9,0.6,2.2
206752_s_at,126.1,109.8,110.8,151.5,122.0,181.9,137.2,124.0,106.8,153.1,196.2,133.6
206753_at,22.0,2.7,12.7,11.3,7.2,8.6,1.8,16.3,2.6,3.4,1.0,29.9
206754_s_at,9.0,48.5,3.3,3.7,3.9,35.0,23.4,39.9,1.6,42.0,6.7,22.5
206755_at,21.9,29.1,6.5,1.1,4.5,1.2,5.7,3.2,16.7,3.9,5.6,4.5
206756_at,3.9,27.0,25.7,5.6,22.3,7.4,28.1,25.3,14.4,18.8,1.8,1.9
206757_at,14.3,10.2,3.4,2.1,2.2,8.2,2.4,2.9,2.2,13.4,3.0,16.5
206758_at,8.7,5.2,13.2,33.4,8.0,27.0,3.6,10.8,4.4,18.0,4.7,7.7
206759_at,6.7,8.6,5.8,15.1,11.4,13.4,15.0,28.9,5.5,2.9,21.2,18.7
206760_s_at,2.1,2.2,1.8,2.1,1.3,31.3,30.4,1.9,1.4,20.5,2.1,4.6
206761_at,34.3,26.0,34.9,32.9,2.4,13.7,12.6,28.8,22.3,26.5,24.0,11.3
206762_at,3.4,2.8,5.1,12.0,1.5,8.0,1.7,5.3,3.0,2.5,1.2,4.4
206763_at,12.4,39.5,27.1,20.8,38.9,6.4,1.7,4.6,23.0,44.5,30.4,19.1
206764_x_at,105.5,105.1,153.3,67.9,80.6,115.3,117.0,45.0,142.1,100.0,91.2,103.1
206765_at,16.0,25.4,1.6,18.4,30.6,44.8,36.0,55.7,30.5,7.1,11.5,20.0
206766_at,88.2,36.2,58.6,32.6,63.9,31.5,40.0,28.7,43.5,38.6,28.4,12.0
206767_at,9.0,58.7,49.4,32.7,55.8,25.9,25.9,43.6,40.3,5.9,35.0,26.3
206768_at,54.9,4.8,23.1,5.7,1.9,2.3,3.2,4.2,3.6,25.0,2.1,1.9
206769_at,85.6,43.9,31.9,18.5,80.4,48.8,23.9,16.4,40.8,82.6,7.7,33.3
206770_s_at,333.5,259.2,310.1,250.2,272.8,256.1,334.8,316.6,241.7,337.5,362.9,263.4
206771_at,2.8,2.7,2.7,2.4,2.7,2.9,4.4,4.2,4.4,4.0,4.1,3.0
206772_at,21.3,39.2,8.1,7.1,12.0,15.9,15.3,20.0,17.6,32.4,16.0,15.6
206773_at,22.6,24.0,14.9,12.2,11.5,20.8,29.7,13.3,26.2,20.2,1.9,11.3
206774_at,19.5,17.0,14.0,1.9,18.8,1.2,7.2,2.3,18.0,1.9,3.4,11.8
206775_at,10.0,30.5,57.8,60.3,5.8,42.1,4.3,29.0,28.6,35.2,12.2,6.6
206776_x_at,47.4,11.5,38.4,25.0,39.5,22.1,34.8,1.8,35.5,22.4,36.2,3.1
206777_s_at,177.0,178.9,185.4,173.8,196.4,142.2,120.8,107.2,177.7,192.3,166.5,154.3
206778_at,14.0,4.9,5.0,9.7,56.1,4.7,4.3,16.7,30.3,35.2,43.6,38.0
206779_s_at,3.3,1.5,5.9,2.0,29.9,3.8,15.1,4.4,5.1,20.5,2.1,1.5
206780_at,16.7,2.5,9.3,3.6,13.5,25.1,10.0,21.9,13.2,30.7,17.4,5.9
206781_at,60.5,5.9,31.1,36.8,20.0,8.3,6.2,37.9,58.6,31.0,16.0,34.9
206782_s_at,147.2,151.0,174.8,136.4,130.9,128.8,99.6,127.9,149.2,82.3,119.0,113.0
206783_at,58.2,79.8,38.6,58.7,74.5,57.1,19.7,56.6,34.7,25.9,37.1,24.5
206784_at,9.4,7.7,8.7,7.1,7.6,5.5,7.3,6.8,12.7,21.4,2.5,11.4
206785_s_at,1.2,21.1,1.8,1.8,1.1,5.6,1.3,13.5,5.5,1.1,1.1,1.0
206786_at,0.6,9.8,2.3,7.9,0.6,9.7,0.9,10.3,1.8,0.8,3.4,2.3
206787_at,2.6,10.2,2.6,3.3,0.8,1.9,5.4,3.0,0.3,6.0,8.2,4.5
206788_s_at,141.6,260.6,312.1,655.4,644.8,397.6,287.8,283.8,613.0,310.3,209.0,320.3
206789_s_at,131.6,169.1,143.7,173.5,177.6,170.1,184.7,183.8,127.1,147.9,184.4,197.9
206790_s_at,3563.1,4966.7,4547.4,4408.8,4459.7,3845.6,3841.8,3718.6,4565.2,4199.6,4317.3,4731.9
206791_s_at,23.1,53.5,32.8,13.8,16.6,48.0,22.0,21.0,49.5,68.3,10.5,39.3
206792_x_at,3081.2,1805.4,1788.4,1810.1,1761.3,2039.2,2235.2,1929.5,2152.8,2297.1,1477.8,2312.7
206793_at,10.2,10.0,8.1,30.5,33.6,8.5,48.6,11.4,52.9,23.5,4.9,30.3
206794_at,19.3,4.9,3.7,1.6,18.1,9.1,24.3,10.6,9.6,12.9,7.2,3.5
206795_at,4.9,3.2,25.4,34.4,40.7,27.3,20.3,2.4,18.7,37.0,4.7,13.9
206796_at,20.2,5.5,34.1,26.7,2.7,3.3,16.4,22.2,3.4,4.5,21.1,3.3
206797_at,5.3,3.7,5.0,1.7,6.1,5.6,3.7,7.5,4.8,2.5,3.8,3.8
206798_x_at,7.3,19.1,22.7,2.3,3.3,2.1,2.5,17.0,6.6,3.8,2.8,8.5
206799_at,3.9,2.3,1.9,3.9,11.8,13.3,2.6,15.4,3.7,1.6,2.0,3.1
206800_at,63.1,36.8,10.2,26.4,14.4,23.9,9.3,4.6,60.9,7.0,6.6,46.1
206801_at,38.0,34.6,2.8,3.6,18.0,24.7,17.2,16.8,29.8,21.7,20.0,11.1
206802_at,9.2,5.0,35.0,20.0,1.6,1.5,3.9,2.2,6.7,1.8,27.2,6.3
206803_at,6.5,1.4,9.0,2.0,2.0,2.2,2.7,8.2,5.5,4.3,4.1,5.9
206804_at,207.5,126.6,199.0,105.6,139.0,176.7,156.1,161.2,107.7,196.5,147.8,159.5
206805_at,26.5,30.1,24.4,19.5,36.8,16.5,9.6,20.4,15.4,13.5,24.0,19.3
206806_at,141.9,135.9,142.0,65.7,62.0,74.1,81.5,70.6,73.8,109.8,81.4,122.4
206807_s_at,75.3,106.1,77.6,56.3,74.9,49.6,41.5,62.5,63.5,54.0,26.0,62.6
206808_at,22.4,52.3,34.0,29.9,4.5,3.2,24.7,38.2,38.5,25.7,18.1,26.7
206809_s_at,314.7,414.2,538.1,567.8,658.5,499.6,534.7,403.8,634.1,470.1,407.3,544.1
206810_at,10.7,14.9,0.7,2.1,7.9,11.3,2.5,1.0,1.9,21.8,2.0,14.9
206811_at,34.9,32.4,22.3,30.1,2.9,13.7,5.7,20.8,17.8,14.3,8.8,18.1
206812_at,12.9,23.2,14.4,12.8,39.2,7.3,23.2,15.8,7.3,53.7,26.8,9.9
206813_at,5.4,24.4,6.2,2.2,2.1,9.3,1.8,3.2,2.2,5.3,1.9,3.4
206814_at,7.6,7.2,30.3,4.3,6.8,33.0,3.7,6.0,20.0,11.5,11.7,7.4
206815_at,1.5,2.3,4.2,11.8,5.9,1.3,3.0,20.2,5.0,4.0,1.2,2.5
206816_s_at,13.5,6.6,57.8,21.9,51.4,26.9,17.1,17.3,23.8,17.0,7.9,1.4
206817_x_at,2.8,2.8,7.8,16.6,28.9,14.1,3.4,6.5,8.4,4.0,3.8,8.6
206818_s_at,35.7,67.2,46.5,48.1,9.8,36.6,32.2,22.2,21.4,37.2,29.9,28.3
206819_at,29.5,39.3,13.4,18.5,35.4,19.0,25.1,11.4,3.1,42.1,2.1,28.7
206820_at,4.6,2.0,6.4,2.3,30.6,2.0,3.7,5.3,5.2,3.8,2.8,3.8
206821_x_at,22.6,20.6,9.0,3.2,22.9,40.1,24.9,32.2,53.2,12.1,2.8,3.5
206822_s_at,1.3,30.4,5.8,2.7,2.7,1.0,2.4,5.6,4.8,2.9,36.3,2.4
206823_at,4.8,9.7,8.0,3.4,22.2,22.3,5.4,1.1,6.3,6.8,4.9,3.2
206824_at,29.8,12.2,21.6,15.1,5.3,2.2,9.5,5.8,22.6,40.3,3.1,4.3
206825_at,86.6,63.0,83.9,112.5,119.8,93.8,111.7,102.4,78.4,102.5,70.1,83.5
206826_at,5.6,12.7,0.9,21.7,14.6,14.8,1.8,13.2,6.2,14.0,9.0,17.0
206827_s_at,3.5,18.4,25.2,27.6,12.7,6.0,1.9,5.1,5.4,39.2,22.9,4.7
206828_at,21.9,20.4,11.6,8.7,0.8,16.9,0.9,15.6,15.2,3.8,4.0,4.0
206829_x_at,126.1,124.0,120.6,105.6,119.6,142.0,145.3,117.1,100.1,116.5,140.8,118.4
206830_at,1.8,33.1,15.8,14.9,19.9,2.4,0.2,1.4,18.1,1.5,0.5,14.1
206831_s_at,13.7,5.8,37.0,3.5,20.2,27.8,38.0,23.1,1.5,35.4,13.9,3.1
206832_s_at,5.3,9.0,6.0,5.1,2.2,9.1,0.6,15.2,33.3,3.9,1.7,6.1
206833_s_at,216.9,177.1,210.8,219.8,149.7,153.6,159.8,195.9,159.7,221.5,256.4,242.4
206834_at,9.8,36.2,35.4,15.4,6.3,1.6,21.1,6.0,38.6,3.6,4.2,3.1
206835_at,4.2,8.4,3.8,3.9,1.1,35.2,9.6,0.9,18.0,23.2,1.4,1.6
206836_at,31.3,7.2,47.1,28.3,14.2,33.2,16.2,18.1,23.9,34.3,27.3,15.8
206837_at,1.6,7.0,6.1,3.6,4.6,1.9,4.0,18.6,1.8,5.0,2.8,4.1
206838_at,99.7,86.4,153.4,67.0,53.9,82.5,81.4,86.8,64.6,83.9,74.4,57.3
206839_at,75.8,12.0,32.3,35.5,13.6,25.5,14.8,34.5,4.8,22.1,22.7,39.6
206840_at,5.8,41.2,18.8,2.0,9.2,4.0,3.9,9.5,1.9,22.3,0.7,22.7
206841_at,3.4,1.5,3.6,2.3,1.2,5.7,1.9,15.6,16.9,1.6,10.1,6.6
206842_at,23.2,38.8,42.1,25.9,9.1,14.8,12.1,4.5,4.1,2.3,10.0,36.8
206843_at,1.8,1.5,4.5,1.3,1.6,1.3,1.3,1.4,2.2,1.9,0.8,2.2
206844_at,1.8,6.3,2.3,5.7,5.7,1.3,2.4,1.9,1.8,2.8,1.8,1.7
206845_s_at,169.8,123.1,133.2,142.8,111.7,193.7,177.7,126.2,160.8,158.1,200.6,163.8
206846_s_at,367.0,354.2,250.6,283.0,322.2,262.7,232.0,237.8,291.2,324.2,298.6,322.2
206847_s_at,48.8,32.5,37.2,43.2,40.8,34.0,36.5,34.2,39.8,41.0,58.7,66.7
206848_at,318.4,226.5,218.1,186.1,158.1,158.4,175.4,163.9,184.0,186.1,198.5,210.4
206849_at,102.9,145.4,120.6,75.8,57.7,52.3,76.7,81.5,47.4,113.3,103.7,128.0
206850_at,29.4,4.4,29.7,5.0,8.8,2.4,25.4,7.8,39.0,8.5,16.8,9.6
206851_at,6.9,2.5,43.5,8.6,3.4,20.0,27.3,11.8,4.6,5.7,2.1,5.4
206852_at,15.9,36.1,2.9,2.1,2.1,10.8,13.2,15.3,0.7,17.7,9.5,16.9
206853_s_at,155.3,249.1,154.9,166.3,203.5,234.0,237.0,263.2,290.9,254.6,247.0,196.6
206854_s_at,353.8,223.0,298.1,327.8,304.6,339.9,245.3,367.1,298.4,287.6,353.4,315.6
206855_s_at,150.2,174.1,168.8,191.7,194.0,231.4,159.5,202.4,189.1,167.8,201.9,150.0
206856_at,19.5,6.0,3.7,5.1,1.9,5.6,18.1,2.9,25.5,1.9,2.1,4.2
206857_s_at,56.8,45.9,46.3,66.4,44.8,77.7,61.1,51.3,68.4,53.0,67.4,54.1
206858_s_at,124.7,123.6,143.8,69.4,58.1,52.6,89.3,93.4,65.3,142.9,98.6,102.3
206859_s_at,23.4,4.0,6.0,18.3,5.3,1.8,3.7,4.8,2.8,3.2,8.8,2.2
206860_s_at,52.3,32.5,44.0,100.1,68.0,91.7,80.0,64.2,71.9,66.2,47.4,71.0
